isolate_key,country_clean,isolate_clean,n_segment_records,segments_present,has_L,has_M,has_S,complete_L,complete_M,complete_S,has_all_three_segments,has_complete_LMS,segment_pattern
Uganda | 201902750_L|Uganda|2018,Uganda,201902750_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902750_M|Uganda|2018,Uganda,201902750_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902750_S|Uganda|2018,Uganda,201902750_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902753_L|Uganda|2018,Uganda,201902753_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902753_M|Uganda|2018,Uganda,201902753_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902753_S|Uganda|2018,Uganda,201902753_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902754_L|Uganda|2018,Uganda,201902754_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902754_S|Uganda|2018,Uganda,201902754_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902760_L|Uganda|2018,Uganda,201902760_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902760_M|Uganda|2018,Uganda,201902760_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902760_S|Uganda|2018,Uganda,201902760_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902763_L|Uganda|2018,Uganda,201902763_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902763_M|Uganda|2018,Uganda,201902763_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902763_S|Uganda|2018,Uganda,201902763_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902764_L|Uganda|2018,Uganda,201902764_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902764_M|Uganda|2018,Uganda,201902764_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902764_S|Uganda|2018,Uganda,201902764_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2020000148_L|Uganda,Uganda,2020000148_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2020000148_M|Uganda,Uganda,2020000148_M|Uganda,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 2020000148_S|Uganda,Uganda,2020000148_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2020000159_L|Uganda,Uganda,2020000159_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2020000159_M|Uganda,Uganda,2020000159_M|Uganda,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 2020000159_S|Uganda,Uganda,2020000159_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2020001195_L|Uganda,Uganda,2020001195_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2020001195_M|Uganda,Uganda,2020001195_M|Uganda,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 2020001195_S|Uganda,Uganda,2020001195_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2020002574_L|Uganda,Uganda,2020002574_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2020002574_M|Uganda,Uganda,2020002574_M|Uganda,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 2020002574_S|Uganda,Uganda,2020002574_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2021000843_L|Uganda,Uganda,2021000843_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2021000843_S|Uganda,Uganda,2021000843_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2021001358_L|Uganda,Uganda,2021001358_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2021001358_M|Uganda,Uganda,2021001358_M|Uganda,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 2021001358_S|Uganda,Uganda,2021001358_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | ACCESSION_DQ375429,Uganda,ACCESSION_DQ375429,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_DQ375430,Uganda,ACCESSION_DQ375430,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_DQ380156,Uganda,ACCESSION_DQ380156,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | ACCESSION_DQ380157,Uganda,ACCESSION_DQ380157,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | ACCESSION_DQ380191,Uganda,ACCESSION_DQ380191,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_EU312121,Uganda,ACCESSION_EU312121,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | ACCESSION_KU167025,Uganda,ACCESSION_KU167025,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | ACCESSION_KU167026,Uganda,ACCESSION_KU167026,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_KU167027,Uganda,ACCESSION_KU167027,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG953418,Uganda,ACCESSION_MG953418,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_MG953420,Uganda,ACCESSION_MG953420,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_MG953421,Uganda,ACCESSION_MG953421,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG953422,Uganda,ACCESSION_MG953422,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG953423,Uganda,ACCESSION_MG953423,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG953424,Uganda,ACCESSION_MG953424,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | ACCESSION_MG953426,Uganda,ACCESSION_MG953426,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | ACCESSION_MG972972,Uganda,ACCESSION_MG972972,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG972973,Uganda,ACCESSION_MG972973,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_MG972974,Uganda,ACCESSION_MG972974,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | ACCESSION_MG972975,Uganda,ACCESSION_MG972975,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG972976,Uganda,ACCESSION_MG972976,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_MG972977,Uganda,ACCESSION_MG972977,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | ACCESSION_MG972978,Uganda,ACCESSION_MG972978,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | ACCESSION_MG972979,Uganda,ACCESSION_MG972979,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | ACCESSION_MG972980,Uganda,ACCESSION_MG972980,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | CD300/Kabale1-2022,Uganda,CD300/Kabale1-2022,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Uganda | CD301/Rubanda1-2022,Uganda,CD301/Rubanda1-2022,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Uganda | CD304/Rubanda2-2023,Uganda,CD304/Rubanda2-2023,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Uganda | CD532/Isingiro1-2023,Uganda,CD532/Isingiro1-2023,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Uganda | Lantana,Uganda,Lantana,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | Lunyo,Uganda,Lunyo,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Uganda | NAK/1/31,Uganda,NAK/1/31,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | NAK/1/40,Uganda,NAK/1/40,2,L+S,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,L+S
Uganda | RSA/OBP/RVFVSmithburn/LAV,Uganda,RSA/OBP/RVFVSmithburn/LAV,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Uganda | SNS,Uganda,SNS,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | TF47,Uganda,TF47,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zambia | ACCESSION_EU312123,Zambia,ACCESSION_EU312123,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zambia | SPU44/85,Zambia,SPU44/85,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | 688/78,Zimbabwe,688/78,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ375413,Zimbabwe,ACCESSION_DQ375413,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Zimbabwe | ACCESSION_DQ375418,Zimbabwe,ACCESSION_DQ375418,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Zimbabwe | ACCESSION_DQ375424,Zimbabwe,ACCESSION_DQ375424,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Zimbabwe | ACCESSION_DQ375426,Zimbabwe,ACCESSION_DQ375426,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Zimbabwe | ACCESSION_DQ375432,Zimbabwe,ACCESSION_DQ375432,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Zimbabwe | ACCESSION_DQ375434,Zimbabwe,ACCESSION_DQ375434,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Zimbabwe | ACCESSION_DQ380143,Zimbabwe,ACCESSION_DQ380143,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ380159,Zimbabwe,ACCESSION_DQ380159,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ380164,Zimbabwe,ACCESSION_DQ380164,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ380168,Zimbabwe,ACCESSION_DQ380168,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ380173,Zimbabwe,ACCESSION_DQ380173,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ380174,Zimbabwe,ACCESSION_DQ380174,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_DQ380188,Zimbabwe,ACCESSION_DQ380188,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Zimbabwe | ACCESSION_DQ380194,Zimbabwe,ACCESSION_DQ380194,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Zimbabwe | ACCESSION_DQ380209,Zimbabwe,ACCESSION_DQ380209,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Zimbabwe | ACCESSION_DQ380214,Zimbabwe,ACCESSION_DQ380214,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Zimbabwe | ACCESSION_DQ380220,Zimbabwe,ACCESSION_DQ380220,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Zimbabwe | ACCESSION_DQ380222,Zimbabwe,ACCESSION_DQ380222,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Zimbabwe | ACCESSION_EU312130,Zimbabwe,ACCESSION_EU312130,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_EU312131,Zimbabwe,ACCESSION_EU312131,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_EU312132,Zimbabwe,ACCESSION_EU312132,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_EU312133,Zimbabwe,ACCESSION_EU312133,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_EU312134,Zimbabwe,ACCESSION_EU312134,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_EU312135,Zimbabwe,ACCESSION_EU312135,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | ACCESSION_EU312136,Zimbabwe,ACCESSION_EU312136,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Zimbabwe | Ar11186,Zimbabwe,Ar11186,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1032/78,Zimbabwe,VRL1032/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1187/79,Zimbabwe,VRL1187/79,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1217/78,Zimbabwe,VRL1217/78,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Zimbabwe | VRL1260/78,Zimbabwe,VRL1260/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1290/78,Zimbabwe,VRL1290/78,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Zimbabwe | VRL1290A/78,Zimbabwe,VRL1290A/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1516/78,Zimbabwe,VRL1516/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1548/78,Zimbabwe,VRL1548/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL1887/78,Zimbabwe,VRL1887/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL2051/76,Zimbabwe,VRL2051/76,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Zimbabwe | VRL2354/78,Zimbabwe,VRL2354/78,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL2373/74,Zimbabwe,VRL2373/74,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL2413/98,Zimbabwe,VRL2413/98,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL763/70,Zimbabwe,VRL763/70,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Zimbabwe | VRL825/79,Zimbabwe,VRL825/79,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
